,norm_form,True label,Predicted,Norm morph features,Transformed morph features
2,_довожу#,_доводили,_довозили,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,past,indc"
3,_сеногной#,_сеногноях,_сеногных,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
4,_тупой#,_тупым,_тупом,"ADJF,Qual masc,sing,nomn","ADJF,Qual masc,sing,ablt"
5,_материально-производственный#,_материально-производственного,_материально-произодсодтвенного,"ADJF masc,sing,nomn","ADJF masc,sing,gent"
6,_транслирующе-компилирующий#,_транслирующе-компилирующей,_транслирующе-компирирующей,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
7,_ежонок#,_ежата,_ежонки,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
8,_виднеюсь#,_виднелась,_видневалась,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
9,_порфириевна#,_порфирьевне,_порфириевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,datv"
10,_берии#,_берий,_бериих,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,gent"
0,_пошёл#,_пшёл,_пошди,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr masc,sing,impr,excl,Infr"
1,_приотлёг#,_приотлягу,_приолтглю,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
0,_фабльо#,_фабльо,_фаблио,"NOUN,inan,neut,Fixd sing,nomn","NOUN,inan,neut,Fixd sing,accs"
1,_ерунжу#,_ерундили,_ерунжили,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
2,_скорожу#,_скородите,_скородьте,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,impr,excl"
3,_франчу#,_франтило,_франчило,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
4,_согнул#,_согнёте,_сгонёте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
0,_усыпался#,_усыпетесь,_усыпаетесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
1,_втихую#,_втихую,_втихува,ADVB,ADVB
2,_триметилоэтантринитрат#,_триметилоэтантринитратами,_триметилоэтантриниратратами,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
3,_маркер#,_маркера,_маркеры,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
0,_подвыпил#,_подвыпьет,_подвыпит,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
1,_отёрся#,_отрись,_оторись,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
0,_божий#,_божию,_божую,"ADJF masc,sing,nomn","ADJF femn,sing,accs,Litr"
1,_выплелся#,_выплетемся,_выплеемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
2,_мурманскагропромснабсервис#,_мурманскагропромснабсервису,_мурманскагропромснабстассу,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
3,_дозвался#,_дозовутся,_дозвутся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
4,_подволочённый#,_подволочённой,_подволоченной,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,datv"
5,_нахлобучился#,_нахлобучься,_нахлобучись,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
6,_гробанул#,_гробанемте,_гробанёмте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
7,_вилиевна#,_вильевне,_вилиевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,datv"
8,_центрально-чернозёмный#,_центрально-чернозёмное,_центрально-чернозённое,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
0,_безверхие#,_безверхих,_безверхие,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,accs"
1,_мирю#,_мири,_мирь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,impr,excl"
2,_чижик-пыжик#,_чижиков-пыжиков,_чижик-пыжиков,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
3,_махающий#,_махающих,_машающих,"PRTF,impf,intr,pres,actv masc,sing,nomn,Infr","PRTF,impf,intr,pres,actv plur,loct,Infr"
4,_облокочённый#,_облокоченной,_облокочённой,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv femn,sing,ablt"
5,_крапающий#,_краплющего,_крапающего,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv neut,sing,gent,Infr"
6,_тыкаясь#,_тычась,_тычаясь,"GRND,impf,intr pres,Infr","GRND,impf,intr pres"
7,_нелюбовь#,_нелюбви,_нелюбови,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,gent"
8,_позанялся#,_позаймутся,_позаняются,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
9,_обрамлённый#,_обрамленного,_обрамлённого,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv anim,masc,sing,accs,Infr"
0,_планерный#,_планёрную,_планерную,"ADJF,Qual masc,sing,nomn","ADJF,Qual femn,sing,accs,Infr"
1,_пасьянсен#,_пасьянсны,_пасьянсенны,"ADJS,Qual masc,sing","ADJS,Qual plur"
2,_попадья#,_попадьёй,_попадьей,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,ablt"
3,_метла#,_мётлы,_метлы,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,accs"
4,_переступень#,_переступне,_переступене,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
5,_рцы#,_рцы,_рца,"NOUN,inan,neut,Fixd sing,nomn","NOUN,inan,neut,Fixd plur,ablt"
0,_вклинённый#,_вклиненные,_вклинённые,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,nomn"
1,_ища#,_искавши,_ищавши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
2,_отуплённый#,_отупленными,_отуплёнными,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,ablt"
3,_подщипал#,_подщиплите,_подщипайте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
4,_10-й#,_10-му,_16-ому,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,datv"
5,_колыхающийся#,_колышущемся,_колыхающемся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv neut,sing,loct,Infr"
6,_физкультурно-оздоровительный#,_физкультурно-оздоровительная,_физкультурно-оздорвительная,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
0,_выпорхнул#,_выпорхнем,_выпорхнём,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
1,_государственно-монополистический#,_государственно-монополистическая,_государственно-монополипелское,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
2,_узок#,_узко,_узоко,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
3,_понабрехал#,_понабрешете,_понабрехаете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
4,_тоо#,_тоо,_то,"NOUN,inan,neut,Fixd,Abbr,Orgn sing,nomn","NOUN,inan,neut,Fixd,Abbr,Orgn sing,gent"
0,_рыхлюсь#,_рыхлится,_рыхится,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
1,_струню#,_струни,_струнь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,impr,excl"
2,_облокочённый#,_облокоченный,_облокочённый,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv inan,masc,sing,accs"
3,_шлифовально-отделочный#,_шлифовально-отделочных,_шлифовально-отделодных,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
4,_гваюла#,_гваюлы,_гвалю,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,accs"
0,_противострептококковый#,_противострептококковое,_противострептококовое,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
1,_тёмен#,_темна,_тёмна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
2,_сахалингеофизразведка#,_сахалингеофизразведке,_сахалингеофизразвекад,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,loct"
3,_перегнойно-элювиальный#,_перегнойно-элювиальное,_перегнойно-элюивальное,"ADJF masc,sing,nomn","ADJF neut,sing,accs"
4,_протей#,_протеями,_протьями,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
0,_отуплённый#,_отупленных,_отуплённых,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv anim,plur,accs"
1,_мерюсь#,_мерьтесь,_меритесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
2,_адый#,_адыями,_адыми,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,ablt"
3,_востокэнергокотлоочистка#,_востокэнергокотлоочистки,_востокэнергокотолоистиски,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,gent"
4,_переступень#,_переступню,_переступеню,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
5,_слимонил#,_слимоньте,_слимоните,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
6,_бедро#,_бёдра,_бедра,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
0,_подволочённый#,_подволочённых,_подволоченных,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,loct"
1,_буер#,_буеры,_буера,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs,Infr"
2,_олеська#,_олесек,_олеськ,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name plur,gent"
0,_тот-то#,_тем-то,_тот-то,"ADJF,Apro masc,sing,nomn","ADJF,Apro neut,sing,ablt"
1,_выплел#,_выплету,_выплею,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
2,_довожу#,_доводят,_довозят,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,3per,pres,indc"
0,_материально-производственный#,_материально-производственным,_материально-произодсоднтым,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
1,_волосенец#,_волосенцов,_волосенцев,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
2,_колыхающийся#,_колышущимся,_колыхающимся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv plur,datv,Infr"
0,_увожу#,_увозила,_уводила,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
1,_бухнул#,_бухнёшь,_бухнешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
2,_10-й#,_10-ого,_16-го,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,gent"
3,_слепнувший#,_слепшему,_слепнувшему,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv masc,sing,datv,Infr"
0,_жук-скарабей#,_жуком-скарабеем,_жук-скарабеем,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
1,_афридиевна#,_афридиевне,_афридьевне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,loct"
2,_18-й#,_18-й,_11-ой,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,datv"
3,_гоношусь#,_гоношились,_гоносились,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
4,_судно#,_суда,_судна,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,nomn"
5,_подвыпил#,_подвыпьем,_подвыпим,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
0,_вкладочно-швейно-резальный#,_вкладочно-швейно-резальною,_вкладочно-швейно-разланью,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
1,_хоругвь#,_хоругвях,_хоругях,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,loct"
2,_хемингуэй#,_хемингуэй,_хемингуэ,"NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn","NOUN,anim,femn,Sgtm,Fixd,Surn sing,datv"
3,_противострептококковый#,_противострептококковый,_противострептококовый,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
4,_шваркнулся#,_шваркнемтесь,_шваркнёмтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
0,_клерикально-партикуляристский#,_клерикально-партикуляристская,_клерикально-партикуляткая,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
1,_рашедя#,_рашедь,_рашед,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name plur,accs"
0,_автотермоионно-эмиссионный#,_автотермоионно-эмиссионною,_автотермоионно-эмиссисною,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
1,_динамобаллистокардиограф#,_динамобаллистокардиографах,_динамобаллистокародигораах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
2,_маркер#,_маркёром,_маркером,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
3,_свёкор#,_свёкром,_свёкором,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
4,_алфиевич#,_алфьевича,_алфиевича,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr sing,accs"
5,_выбился#,_выбьёмся,_выбьемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
6,_юлиевна#,_юльевен,_юлиевен,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,accs"
7,_никой#,_никоим,_ником,"ADJF,Apro masc,sing,nomn","ADJF,Apro neut,sing,ablt"
8,_психолого-импрессионистический#,_психолого-импрессионистическому,_психолого-импрессионисекому,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
9,_монтежю#,_монтежю,_монтежей,"NOUN,inan,masc,Fixd sing,nomn","NOUN,inan,masc,Fixd plur,gent"
0,_спекл-интерферометрия#,_спекл-интерферометрии,_спекл-интерферометири,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,datv"
1,_чавыча#,_чавычей,_чавыч,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,gent"
2,_мурманскагропромснабсервис#,_мурманскагропромснабсервисы,_мурманскагропромснабсостысы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,accs"
3,_наволочённый#,_наволочёнными,_наволоченными,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,ablt"
4,_багрянённый#,_багряненными,_багрянёнными,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv plur,ablt"
